"address";"address"
"R. Padre Domingos Gomes Albernaz";1
"R. Padre Francisco Carneiro";1
"R. Padre Jerônimo Machado";1
"R. Padre Josino";1
"R. Padre José Garzotti";1
"R. Padre José de Anchieta";1
"R. Padre João de Sáles";1
"R. Padre Luís Alves de Siqueira";1
"R. Padre Luís de Siqueira";1
"R. Padre Nogueira Lopes";1
"R. Padre Raimundo da Silva";1
"R. Prof.  Campos de Oliveira";1
"R. Prof.  Giorgio Levi";1
"R. Serra do Café";1
"R. Salvador Leite Ferraz";1
"R. Saldanha Marinho";1
"R. Saldanha da Gama";1
"R. Salto";1
"R. Salvador Corrêa";1
"R. Salvador Dali";1
"R. Salvador Eduardo de Sousa";1
"R. Salvador Fontoura";1
"R. Samuel Bovy";1
"R. Rêgo Barros";1
"R. Samuel Morse";1
"R. Sandra Regina Alves Barbosa";1
"R. Santa Aurélia";1
"R. Santa Efigênia";1
"R. Santa Francisca";1
"R. Santa Ifigênia";1
"R. Santa Irene";1
"R. Sabaúna";1
"R. Rui Barbosa";1
"R. Rio de Janeiro";1
"R. Rocha";1
"R. Rita Matilde Costa";1
"R. Robert Bosch";1
"R. Roberto Campos Rodrigues";1
"R. Roberto Koch";1
"R. Robertson";1
"R. Robespièrre de Melo";1
"R. Robélia";1
"R. Rocha do Canto";1
"R. Rubéns de Souza Araújo";1
"R. Rodrigues da Guerra";1
"R. Rodriguez Seixas";1
"R. Rogerio de Paula Brito";1
"R. Roma";1
"R. Ronaldo Bizaco";1
"R. Roque VÍctor Vasto";1
"R. Rosa Kasinski";1
"R. Santa Luz";1
"R. Santa Luzia da Boa Visão";1
"R. Santa Madalena";1
"R. Sen. Otávio Mangabeira";1
"R. Sebastião Sisson";1
"R. Sebastião de Freitas";1
"R. Sebastião de Pina";1
"R. Sebatião Moreira";1
"R. Seis";1
"R. Sempre";1
"R. Sen. Feijó";1
"R. Sen. Vergueiro";1
"R. Santa Maria de Itabira";1
"R. Seresta do Amor";1
"R. Seringal do Rio Verde";1
"R. Serra da Prata";1
"R. Serra das Divisões";1
"R. Serra das Estrelas";1
"R. Serra de Botucatu";1
"R. Serra de Luís Gomes";1
"R. Sebastião Sarmento Mena";1
"R. Sebastião Picão";1
"R. Sebastião Medeiros da Silva";1
"R. Sebastião Ivo";1
"R. Santa Rita D'Oeste";1
"R. Santa Rosa";1
"R. Santa Rosa da Serra";1
"R. Santa Verônica";1
"R. Santana do Araguaia";1
"R. Santo Américo";1
"R. Santo Anselmo";1
"R. Santo António da Glória";1
"R. Santo Irineu";1
"R. Sargento Manuel Barbosa da Silva";1
"R. Sarita Cyrillo";1
"R. Satulnino de Oliveira";1
"R. Sava";1
"R. Sd. Brasílio Pinto de Almeida";1
"R. Sebastião Domingues";1
"R. Rio do Sono";1
"R. Rio da Aldeia";1
"R. Prof.  Guilherme Belfort Sabino";1
"R. Profa. Maria Hosni Cury";1
"R. Prof. Roldão de Barros";1
"R. Prof. a Eunice B. de Oliveira";1
"R. Prof. a Nina Stocco";1
"R. Prof. a Sebastiana Silva Minhoto";1
"R. Profa. Abigail Alves Píres";1
"R. Profa. Aparecida Donizete de Paula";1
"R. Profa. Lucinda Bastos";1
"R. Projetada";1
"R. Prof. Oscar Campiglia";1
"R. Pte. Rasa";1
"R. Puraquê";1
"R. Puruba";1
"R. Puruá";1
"R. Péres Júnior";1
"R. Pérsia";1
"R. Pérsio Pachêco e Silva";1
"R. Prof. Pedreira de Freitas";1
"R. Prof. Milton Rodrigues";1
"R. Rio São Nicolau";1
"R. Prof. Arnaldo João Semeraro";1
"R. Prof.  Manoelito de Ornellas";1
"R. Prof.  Miguel Maurício da Rocha";1
"R. Prof.  Nagib Elchmer";1
"R. Prof.  Nicolau de Morais Barros";1
"R. Prof.  Theotônio Pavão";1
"R. Prof. Antônio Castelar de Franceschi";1
"R. Prof. Aprígio Gonzaga";1
"R. Prof. Artur Ramos";1
"R. Prof. Melo Paiva";1
"R. Prof. Castro Pereira";1
"R. Prof. Cosme Deodato Tadeu";1
"R. Prof. José de Barros Pinto";1
"R. Prof. João Cavaleiro Salém";1
"R. Prof. Lúcio Martins Rodrigues";1
"R. Prof. Macedo Soares";1
"R. Prof. Machado Tolosa";1
"R. Píres Pímentel";1
"R. Pôrto Lucena";1
"R. Pôrto Sabaúna";1
"R. Ribeiro do Vale";1
"R. Resedá";1
"R. Riachuelo";1
"R. Ribeira do Amparo";1
"R. Ribeiro Lacerda";1
"R. Ribeiro de Lima";1
"R. Ribeiro de Vasconcelos";1
"R. Ribeiro do Amaral";1
"R. Ribeiro dos Santos";1
"R. Pôrto Seguro";1
"R. Ribeirão das Furnas";1
"R. Ribeirão do Salto";1
"R. Ricardina Campello Fonseca Rodrigues";1
"R. Ricardo Viléla";1
"R. Rio Acima";1
"R. Rio Negro";1
"R. Rio Paraitinga";1
"R. José Amâncio Cunha";1
"R. Renascença";1
"R. Relva Velha";1
"R. Regente León Kaniefsky";1
"R. Rabêlo da Cruz";1
"R. Rafael Anunciato";1
"R. Rafael de Oliveira";1
"R. Rafi Miguel Ackel";1
"R. Raimundo Corrêa";1
"R. Raimundo Nina Rodrigues";1
"R. Rainha";1
"R. Ramal dos Menezes";1
"R. Ramona Barroso Fernandes";1
"R. Ramón Platearo";1
"R. Raphael de Marco";1
"R. Raulino Galdino da Silva";1
"R. Real Horto";1
"R. Recife";1
"R. Redução de Caaguaçu";1
"R. José André Pattini";1
"R. Floriano Peixoto Santos";1
"R. Josef Labor";1
"R. Antero de Quental";1
"R. Antonio Ayrosa";1
"R. Antonio de Jesus Manoel";1
"R. Antunes Maciel";1
"R. Antônino de Matos";1
"R. Antônio Afonso";1
"R. Antônio Augusto Filho";1
"R. Antônio Baracho dos Santos";1
"R. Antônio Benedito Machado Florence";1
"R. Antônio Bernardes de Oliveira";1
"R. Antônio Borges Machado de Oliveira";1
"R. Antônio Bruni";1
"R. Antônio Burlini";1
"R. Antônio Camacho";1
"R. Antônio Carlos Pereira";1
"R. Antônio Carlos de Alvarenga Júnior";1
"R. Antônio Carlos dos Santos";1
"R. Antônio Cavazzam";1
"R. Antoninho Marmo";1
"R. Antero Barbosa";1
"R. Ananaí";1
"R. Antares";1
"R. Anatólia";1
"R. Andradas";1
"R. Andrade Neves";1
"R. Andrade e Silva";1
"R. Andreas Raselius";1
"R. André Beauneveu";1
"R. André Maia";1
"R. André Peixoto";1
"R. André Pereira Temudo";1
"R. André Vidal";1
"R. Andréa Del Sarto";1
"R. Angaturama";1
"R. Angelino Guerino";1
"R. Anhumas";1
"R. Anhupoca";1
"R. Anita Garibaldi";1
"R. Anita Malfatti";1
"R. Antônio Felipe Filho";1
"R. Antônio Flaquer";1
"R. Antônio Fonseca";1
"R. Antônio Frederico";1
"R. Anápolis";1
"R. Apiacás";1
"R. Apiaí";1
"R. Apinajés";1
"R. Apuá";1
"R. Aquarius";1
"R. Aquino Fonseca";1
"R. Aquinos";1
"R. Aracanguira";1
"R. Araci";1
"R. Araguaia Viêira Ribeiro";1
"R. Aramaca";1
"R. Arandu";1
"R. Arataiacu";1
"R. Aratimbó";1
"R. Archote do Peru";1
"R. Arcipreste Andrade";1
"R. Antônio Álvares";1
"R. Antônio de Belém";1
"R. Antônio de Almeida Viana";1
"R. Antônio Mariani";1
"R. Antônio Gagliazzo";1
"R. Antônio Gebara";1
"R. Antônio João de Medeiros";1
"R. Antônio Júlio dos Santos";1
"R. Antônio Le Voci";1
"R. Antônio Luís Saião";1
"R. Antônio Maria Bessa";1
"R. Antônio Pte.s";1
"R. Antônio das Chagas";1
"R. Antônio Ramos Rosa";1
"R. Antônio Ribeiro de Morais";1
"R. Antônio Rodrigues de Medeiros";1
"R. Antônio Simplício";1
"R. Antônio Tadeu de Queiroz";1
"R. Antônio da Costa Lima";1
"R. Antônio da Silva Pôrto";1
"R. Anastácio de Souza Pinto";1
"R. Anabiju";1
"R. Ariabu";1
"R. Adevaldo de Morães";1
"R. Adriano Álvares";1
"R. Affonso Simão";1
"R. Afonso Arinos";1
"R. Afonso Celso";1
"R. Afonso Rui";1
"R. Afonso Sanches";1
"R. Afonso Vidal";1
"R. Agenor Alves Meira";1
"R. Agnaldo Saturnino Rocha";1
"R. Agostinho Soares";1
"R. Agripiano Barros";1
"R. Agrário de Sousa";1
"R. Aiamá";1
"R. Aimberê";1
"R. Alba Valdez";1
"R. Albertina Medeiros";1
"R. Albertina Viêira da Silva Gordo";1
"R. Adolfo Celi";1
"R. Adelina Plunket";1
"R. Ana de Barros";1
"R. Acámbaro";1
"Pça.  Petrolândia";1
"Pça.  Quatorze Bis";1
"Pça.  Santa Clara de Assis";1
"Pça.  Sen. Lineu Prestes";1
"Pça.  Tarsila do Amaral";1
"Pça.  Vicente Rodrigues";1
"Pça.  Virgílio Lúcio";1
"Pça.  da Amizade";1
"Pça.  do Forró";1
"Pça.  dos Cartógrafos";1
"Pça.  Álvaro Cardoso de Moura";1
"R. 14 de Fevereiro";1
"R. Abatixi";1
"R. Abaúna";1
"R. Achaira";1
"R. Acotéia";1
"R. Acre";1
"R. Albertina de Souza";1
"R. Alberto Andaló";1
"R. Alberto Popovici";1
"R. Alberto da Silva";1
"R. Alpheu Luiz Gasparini";1
"R. Alpiste";1
"R. Alto Alegre";1
"R. Alto Sucuriú";1
"R. Alto Taquari";1
"R. Alto da Conceição";1
"R. Alves de Almeida";1
"R. Aléssio de Paolis";1
"R. Amaro Cavalheiro";1
"R. Amália Vaz de Carvalho";1
"R. Amélia Barsotti Simi";1
"R. Amélia Marquês de Oliveira";1
"R. Américo Alves Pereira Filho";1
"R. Américo Brasiliense";1
"R. Américo Vazone";1
"R. Ana Barros de Oliveira";1
"R. Ana Popovici";1
"R. Alpercata";1
"R. Alopatas";1
"R. Alonso Péres";1
"R. Alexandre Martins Rodrigues";1
"R. Albina Barbosa";1
"R. Alceu Antônio da Luz";1
"R. Alcídes Lourenço da Rocha";1
"R. Alessandro Allori";1
"R. Alessandro Capece";1
"R. Alessandro Giulio Dell'Aringa";1
"R. Alexandre";1
"R. Alexandre de Gusmão";1
"R. Almirante Filipe Rodrigues Chaves";1
"R. Alfa";1
"R. Alfredo Mendes da Silva";1
"R. Alfredo da Cunha Martins";1
"R. Alm. Lobo";1
"R. Alm. de Inhaúma";1
"R. Almeida Durão";1
"R. Almeida Tôrres";1
"R. Argonautas";1
"R. Aribugu";1
"R. Jorge de Lima";1
"R. Bonifácio de Montférrat";1
"R. Borebi";1
"R. Borges Ladário";1
"R. Borges de Figueiredo";1
"R. Borges dos Santos";1
"R. Botui";1
"R. Bragança Paulista";1
"R. Brasília";1
"R. Braz da Costa";1
"R. Brazelisa Alves de Carvalho";1
"R. Bresser";1
"R. Brg. Amilcar Veloso Pederneiras";1
"R. Brg. Armando Trompowsky";1
"R. Brg. Jordão";1
"R. Brg. Machado";1
"R. Brook Taylor";1
"R. Brás de Faria";1
"R. Bugio Vermelho";1
"R. Boraquira";1
"R. Bonifácio Cubas";1
"R. Berlioz";1
"R. Bolívia";1
"R. Bernardino D'Áuria";1
"R. Bernardino Fanganiello";1
"R. Bernardino de Campos";1
"R. Bernardino de Queiróz Guimarães";1
"R. Bernardo Antunes Rolim";1
"R. Bernardo Buontalenti";1
"R. Bernardo José Sampaio";1
"R. Bernardo de Chaves Cabral";1
"R. Bernardo de Claraval";1
"R. Bernardo dos Santos";1
"R. Bertioga";1
"R. Biazzo Savino";1
"R. Bicudo de Brito";1
"R. Biri";1
"R. Blumenau";1
"R. Bocaína";1
"R. Bolchevik";1
"R. Buriti Alegre";1
"R. Bárbara Heliodora";1
"R. C";1
"R. Cabo José da Silva";1
"R. Canto da Serra";1
"R. Canuto Borelli";1
"R. Canuto Luiz do Nascimento";1
"R. Canário";1
"R. Cap.  Frederico Pradel";1
"R. Cap.  Mor Gonçalo Monteiro";1
"R. Cap.  Pucci";1
"R. Cap.  Zacarias Bernardino Mota";1
"R. Cap. John Cordeiro e Silva";1
"R. Cap. José Machado";1
"R. Cap. João Rosa da Cruz";1
"R. Cap. Macedo";1
"R. Cap. Oliveira Carvalho";1
"R. Cap. Otávio Machado";1
"R. Capivari Mirim";1
"R. Capão Redondo";1
"R. Caquito";1
"R. Cantarricos";1
"R. Candal";1
"R. Cancioneiro de Évora";1
"R. Camacam";1
"R. Cachoeira do Arari";1
"R. Caetano José Batista";1
"R. Caetano Pinto";1
"R. Caetes";1
"R. Caimoambo";1
"R. Caio Graco";1
"R. Caio Prado";1
"R. Camandocaia";1
"R. Campos do Jordão";1
"R. Camapuânia";1
"R. Camargo";1
"R. Camefis";1
"R. Camilo Angleria";1
"R. Camocim de São Félix";1
"R. Campinas do Piauí";1
"R. Campo da Vinha";1
"R. Bermudas";1
"R. Bergamota";1
"R. Arinos";1
"R. Augusto Kindermann";1
"R. Aurantina";1
"R. Aurora Livida";1
"R. Aurora das Dores";1
"R. Aurora do Norte";1
"R. Autílio de Oliveira";1
"R. Avaré";1
"R. Aída";1
"R. Bacanga";1
"R. Bactória";1
"R. Bacurizeiros";1
"R. Bagé";1
"R. Bahia";1
"R. Bairi";1
"R. Balneário São José";1
"R. Baltazar Álvares";1
"R. Bandeira Paulista";1
"R. Barbatimão";1
"R. Augusto Severo";1
"R. Augusto Correa Leite";1
"R. Beraldo Marcondes";1
"R. Augusto Cecchini";1
"R. Aristídes Belini";1
"R. Aristídes Viana";1
"R. Aristídes da Silveira Lôbo";1
"R. Arlindo Béttio";1
"R. Arraial de São Bartolomeu";1
"R. Artur Alvim";1
"R. Artur Sabóia";1
"R. Artur Sievers";1
"R. Artur de Morães";1
"R. Arutaua";1
"R. Aspicuelta";1
"R. Assunção";1
"R. Astorga";1
"R. Asuero Roque";1
"R. Ataliba Viêira";1
"R. Ateraris";1
"R. Augusta Reimberg";1
"R. Baronesa de Porto Carreiro";1
"R. Barqueiro de Vela";1
"R. Barra Negra";1
"R. Barra da Onça";1
"R. Baumann";1
"R. Baía de Santa Clara";1
"R. Baía dos Pássaros";1
"R. Beatriz Dias";1
"R. Beira Rio";1
"R. Belmiro de Almeida";1
"R. Belo Jardim";1
"R. Benedito Felizardo";1
"R. Benedito Jacinto Mendes";1
"R. Benedito da Fonseca Rondon";1
"R. Benjamin Capusso";1
"R. Benjamin Carr";1
"R. Benjamin Constant";1
"R. Benjamin Jafet";1
"R. Bento Branco de Andrade Filho";1
"R. Bento de Alvarenga";1
"R. Benvenuto di Giovani";1
"R. Batista Caetano";1
"R. Batista Brevi";1
"R. Basílio Basily";1
"R. Bartolomeu de Gusmão";1
"R. Barra de Santa Rosa";1
"R. Barra do Jacaré";1
"R. Barra do Peixe";1
"R. Barros Penteado";1
"R. Barros Sobrinho";1
"R. Bartolomeu Esteves";1
"R. Bartolomeu Feio";1
"R. Barão Jaceguai";1
"R. Basílio Alves Morango";1
"R. Barão de Cotegipe";1
"R. Barão de Ijuí";1
"R. Barão de Ladário";1
"R. Barão de Resende";1
"R. Barão de Tatuí";1
"R. Barão do Sabará";1
"R. Bastos Pereira";1
"Pça.  Pastor Rubens Lopes";1
"Pça.  Padre Aleixo Monteiro Mafra";1
"Pça.  Ouvidor Pacheco e Silva";1
"Av. Francisco Ferreira Lopes";1
"Av. Fuad Assef Maluf";1
"Av. Fulfaro";1
"Av. Gen.  Cavalcanti de Albuquerque";1
"Av. Gen. Lamartine";1
"Av. Gregório Bezerra";1
"Av. Gualtar";1
"Av. Guilherme Giorgi";1
"Av. Guilherme Gonçalves do Rosário";1
"Av. Henrique Franco";1
"Av. Humberto de Alencar Castelo Branco";1
"Av. Ibijaú";1
"Av. Inconfidência Mineira";1
"Av. Inocêncio Seráfico";1
"Av. Intercontinental";1
"Av. Irmã Dulce";1
"Av. Italo Adami";1
"Av. Itamarati";1
"Av. Francisco Rodrigues";1
"Av. Francisco De Paula Q Ribeiro";1
"Av. Dr. Francisco Xavier";1
"Av. Felipe Pedrell";1
"Av. Dr. José Fornari";1
"Av. Dr. José Maciel";1
"Av. Dr. Luís Rocha Miranda";1
"Av. Dr. Martin Luther King";1
"Av. Dr. Pereira Vergueiro";1
"Av. Dr. Rudge Ramos";1
"Av. Dr. Timóteo Penteado";1
"Av. Dracena";1
"Av. Duquesa de Goiás";1
"Av. Eduardo Pereira Ramos";1
"Av. Educador Paulo Freire";1
"Av. Eng.  Luís Gomes Cardim Sangirardi";1
"Av. Eng.  Queiros Teles";1
"Av. Eng. Eusébio Stevaux";1
"Av. Eng. Saraíva de Oliveira";1
"Av. Estação";1
"Av. Fagundes Filho";1
"Av. Jaci";1
"Av. Jacinto Júlio";1
"Av. Jacutinga";1
"Av. Jamaris";1
"Av. João de Andrade";1
"Av. Junta Mizumoto";1
"Av. Jurucê";1
"Av. Lara Campos";1
"Av. Laranja da China";1
"Av. Lions";1
"Av. Lopes de Azevedo";1
"Av. Lourenço de Souza Franco";1
"Av. Luís Romero Sanson";1
"Av. Maj. Roberto dos Santos";1
"Av. Manoel Bolívar";1
"Av. Manuel Pímentel";1
"Av. Marcos Paulo Gonçalves";1
"Av. Marginal";1
"Av. Marginal Direita do Tietê";1
"Av. Marginal Projetada";1
"Av. Maria Antônia Martins";1
"Av. João Ventura dos Santos";1
"Av. João Peixoto Viegas";1
"Av. João Paulo da Silva";1
"Av. José Carlos Pace";1
"Av. Jesuíno Nicomédio dos Santos";1
"Av. Joaquim Napoleão Machado";1
"Av. Joaquim de Santana";1
"Av. Joaquina Ramalho";1
"Av. Jornalista Paulo Zingg";1
"Av. José Antônio de Almeida Amazonas";1
"Av. José Barbosa de Siqueira";1
"Av. José Estima Filho";1
"Av. João Paulo Ablas";1
"Av. José Higino Neves";1
"Av. José Maria Fernandes";1
"Av. José Martins Lisboa";1
"Av. José Ricardo Nalle";1
"Av. João Carlos da Silva Borges";1
"Av. João Dória";1
"Av. João Firmino";1
"Av. Dr. José Artur Nova";1
"Av. Dr. Enéas de Carvalho Aguiar & Av. Rebouças";1
"Pça.  Oswaldo Luiz da Silveira";1
"Av. Aldeia Manuel Antônio";1
"Av. Almirante Delamare";1
"Av. Almyr Dehar";1
"Av. Anacé";1
"Av. Andorinha dos Beirais";1
"Av. Andrea Pisano";1
"Av. André Araújo";1
"Av. Antonio de Salles Penteado";1
"Av. Antônia Rosa Fioravante";1
"Av. Antônio Bernardo Silvestre";1
"Av. Antônio Piranga";1
"Av. Aratãs";1
"Av. Armando Ferrentini";1
"Av. Arquiteto Roberto Aflalo";1
"Av. Arraias do Araguaia";1
"Av. Assembléia";1
"Av. Augusto Antunes";1
"Av. Aurélia Lopes Takano";1
"Av. Alfred Jurzykowski";1
"Av. Alcindo Ferreira";1
"Av. Dr. Dante Pazzanese";1
"Av. Alcides Sangirardi";1
"Alameda 2 Sargento Andiras Nogueira de Abreu";1
"Alameda Barros";1
"Alameda Dr. Sílvio de Campos";1
"Alameda Eduardo Prado";1
"Alameda dos Guatás";1
"Alameda dos Ubiatans";1
"Amadeu Amaral Square";1
"Av. 11 de Junho";1
"Av. Adolfo Coelho";1
"Av. Adélia Chohfi";1
"Av. Afonso Moreno";1
"Av. Agostinho Rubin";1
"Av. Albert Einstein";1
"Av. Alberto Augusto Alves";1
"Av. Alberto Byington";1
"Av. Alberto Ramos";1
"Av. Alberto Soares Sampaio";1
"Av. Azevedo";1
"Av. Barão do Melgaço";1
"Av. Benjamim Mansur";1
"Av. Bento da Silva Bueno";1
"Av. Comendador Wolthers";1
"Av. Conselheiro Rodrigues Alves";1
"Av. Cumbica";1
"Av. Cândido José Xavier";1
"Av. Dedo de Deus";1
"Av. Dep.  Dr. José Aristodemo Pinotti";1
"Av. Dep. Dr. José A. Pinotti";1
"Av. Diederichsen";1
"Av. Diretriz";1
"Av. Dolores Lupiano Moioli";1
"Av. Domingos de Souza Marques";1
"Av. Dona Emilia de Castro Martins";1
"Av. Dr. Abrahão Ribeiro";1
"Av. Dr. Alberto Penteado";1
"Av. Dr. Altino Arantes";1
"Av. Dr. Antonio João Abdalla";1
"Av. Dr. Bernardino Brito Fonseca de Carvalho";1
"Av. Comendador Martinelli";1
"Av. Comendador Adibo Ares";1
"Av. Cocà";1
"Av. Brás de Abreu";1
"Av. Benígno Carrera";1
"Av. Bernardino de Campos";1
"Av. Bom Pastor";1
"Av. Bpo. César Dacorso Filho";1
"Av. Brasilina Viêira Simões";1
"Av. Brg.  Faria Lima";1
"Av. Brás da Rocha Cardoso";1
"Av. Cantos do Amanhecer";1
"Av. Clóvis Assaf";1
"Av. Carioca";1
"Av. Carlos Carneiro de Souza";1
"Av. Carneiro Ribeiro";1
"Av. Cidade Jardim";1
"Av. Cidade Judaidet Marjayoun";1
"Av. Cipriano Rodrigues";1
"Av. Clavásio Alves da Silva";1
"Av. Maria Cursi";1
"Av. Maria Rosa";1
"Av. Maria Servidei Demarchi";1
"Av. dos Imarés";1
"Av. Águiar da Beira";1
"Av. Álvaro Ramos";1
"Brás";1
"Castelo Branco";1
"Centro";1
"Condomínio Edifício Morada do Sol";1
"Cruzeiro do Sul Bridge";1
"Esquina do Espeto";1
"Estr. Cel. José Gladiador";1
"Estr. Ecoturística de Parelheiros";1
"Estr. de Itapecerica";1
"Estr. do Campo Baixo";1
"Estrada da Servidão";1
"Expresso Mercúrio";1
"Jardim Europa";1
"Largo Coração de Jesus";1
"Largo do Cambuci";1
"Av. dos Três Poderes";1
"Av. dos Expedicionários";1
"Av. Mariana de Sousa Guerra";1
"Av. dos Eucaliptos";1
"Av. Torres de Oliveira";1
"Av. Valentim Magalhães";1
"Av. Valter Boveri";1
"Av. Vautier";1
"Av. Vinte e Seis de Março";1
"Av. Visc. do Rio Grande";1
"Av. Viêira de Carvalho";1
"Av. Waldemar Carlos Pereira";1
"Av. Zelina";1
"Av. da Barreira Grande";1
"Av. da Liberdade";1
"Av. da Represa";1
"Av. das Cerejeiras";1
"Av. das Saudades";1
"Av. do Café";1
"Av. do Taboão";1
"Av. dos Brasileiros";1
"Largo do Rosário";1
"Marginal Tietê Pista Central";1
"Parque Sao Luis";1
"Pte. Estaiada";1
"Pça.  Ibrahim Nobre";1
"Pça.  Inácio Dias";1
"Pça.  Irmãos Karmam";1
"Pça.  Isai Leiner";1
"Pça.  Jacob Dubena";1
"Pça.  José Boemer Roschel";1
"Pça.  Libertador Simon Bolívar";1
"Pça.  Lourenço de Bellis";1
"Pça.  Luiz Vaz de Camões";1
"Pça.  Mal. Deodoro";1
"Pça.  Marcelino Zonta Filho";1
"Pça.  Miguel Dell'Erba";1
"Pça.  Monsenhor Galvão de Souza";1
"Pça.  Novo Mundo";1
"Pça.  Ocapegua";1
"Pça.  Orlando Silva";1
"Pça.  Oswaldo Cruz";1
"Pça.  Goiania";1
"Pça.  Gen. Costa Barreto";1
"Pça.  Fortunato da Silveira";1
"Pça.  Almirante Álvaro Azambuja";1
"Pte. Estaiada Gov. Orestes Quércia";1
"Pte. Piqueri";1
"Pte. da Casa Verde";1
"Pte. da Freguesia do Ó";1
"Pte. do Morumbi";1
"Pte. dos Remédios";1
"Pça.  Alexandre Issa Maluf";1
"Pça.  Amadeu Amaral";1
"Pça.  Dr. Mario Margarido";1
"Pça.  Armando Salles de Oliveira";1
"Pça.  Carlos Koseritz";1
"Pça.  Comendador Adélino Ribeiro";1
"Pça.  Coração de Maria";1
"Pça.  Darcy Penteado";1
"Pça.  Dom Orione";1
"Pça.  Dona Amália G. Solitari";1
"Av. Tonico Lenci";1
"Av. Tomé Dias Laço";1
"Av. Tomás Campanella";1
"Av. Paulo Lincoln do Valle Pontin";1
"Av. Nossa Senhora de Fátima";1
"Av. Nossa Sra. dos Navegantes";1
"Av. Nova Independência";1
"Av. Octalles Marcondes Ferreira";1
"Av. Olavo Egídio de Souza Aranha";1
"Av. Oliveira Freire";1
"Av. Orfeo Paravente";1
"Av. Orvalho do Sol";1
"Av. Padre Sena Freitas";1
"Av. Padre Vicente Melillo";1
"Av. Palmares";1
"Av. Papa João Paulo I";1
"Av. Papa João XXIII";1
"Av. Paschoal Thomeu";1
"Av. Pascoal da Rocha Falcão";1
"Av. Patente";1
"Av. Paulo Ayres";1
"Av. Nossa Senhora da Concórdia";1
"Av. Nelsom Palma Travassos";1
"Av. Neide Carvalho de Arruda";1
"Av. Mercúrio";1
"Av. Martim Francisco";1
"Av. Mateus de Albuquerque";1
"Av. Mazzaropi";1
"Av. Mazzei";1
"Av. Mboi Guaçu";1
"Av. Melchert";1
"Av. Mercedes";1
"Av. Miguel Achiole da Fonseca";1
"Av. Nazaré";1
"Av. Mimo de Vênus";1
"Av. Miná";1
"Av. Moacir Dantas Itapicuru";1
"Av. Monsenhor Manfredo Leite";1
"Av. Morais Costa";1
"Av. Nagib Farah Maluf";1
"Av. Naylor de Oliveira";1
"Av. Paulo Faccini";1
"Av. Pedroso da Silveira";1
"Av. Timbó";1
"Av. Pereira Barreto";1
"Av. Roland Garros";1
"Av. Rui Barbosa";1
"Av. Régis";1
"Av. Sabiá";1
"Av. Santa Marina";1
"Av. Santana do Mundaú";1
"Av. Santo Afonso";1
"Av. Sebastião Eugênio de Camargo";1
"Av. Sen.  Casemiro da Rocha";1
"Av. Sen. Adolf Schindling";1
"Av. Serafim Gonçalves Pereira";1
"Av. Suplicy";1
"Av. São Gabriel";1
"Av. São Lucas";1
"Av. São Valério";1
"Av. Ten. Amaro Felicíssimo da Silveira";1
"Av. Teresa Cristina";1
"Av. Rodrigues Montemor";1
"Av. Rodolfo Pirani";1
"Av. Roberto Pires Maciel";1
"Av. Prof. Castro Júnior";1
"Av. Pirajussara";1
"Av. Piraporinha";1
"Av. Primavera de Caiena";1
"Av. Prof.  Eng.  Ardevan Machado";1
"Av. Prof.  José Maria Alkmin";1
"Av. Prof.  Rubens Gomes de Souza";1
"Av. Prof. Alípio de Barros";1
"Av. Prof. Gióia Martins";1
"Av. Ricardo Medina Filho";1
"Av. Prof. José Barreto";1
"Av. Prof. Lineu Prestes";1
"Av. Prof. Lourenço Filho";1
"Av. Prof. Miguel Franchini Neto";1
"Av. Profa. Marta Maria Bernardes";1
"Av. Príncipe de Monteverde";1
"Av. Queiroz Filho";1
"R. Carambola Natal";1
"R. Carangola";1
"R. Carapuruí";1
"R. Frei Bonifácio Dux";1
"R. Frei Fidelis Mota";1
"R. Frei Gaspar de São Bernardim";1
"R. Frei Germano";1
"R. Frei Machado";1
"R. Friedrich Von Voith";1
"R. Frutal";1
"R. Frutuoso Coelho";1
"R. Félix Fagundes";1
"R. Félix Mendelssohn";1
"R. Físico Lawrence";1
"R. Gabriel Fauré";1
"R. Gabriel de Carvalho";1
"R. Gabriele D'Annunzio";1
"R. Galileu Gaia";1
"R. Gandavo";1
"R. Gardênia ";1
"R. Gasparino Bernardo";1
"R. Frei Claude Albeville";1
"R. Frei Antônio da Piedade";1
"R. Francisco Albani";1
"R. Freguesia da Cachoeira";1
"R. Francisco Costabile Paluri";1
"R. Francisco Danieli";1
"R. Francisco Escobar";1
"R. Francisco Fanganiello";1
"R. Francisco Godinho";1
"R. Francisco Jorge da Silva";1
"R. Francisco Leitão";1
"R. Francisco Marinho de Gusmão";1
"R. Francisco Melchiori";1
"R. Francisco Miguel Souto Viêira";1
"R. Francisco Pedroso de Tolêdo";1
"R. Francisco de Medeiros Jordão";1
"R. Francisco de Sousa Queiroz";1
"R. França Pinto";1
"R. François Bunel";1
"R. Frederico Marcicano";1
"R. Frederico René de Jaegher";1
"R. Gastão Lopes Leal";1
"R. Gecel Buchman";1
"R. Gen.  Bagnuolo";1
"R. Gen.  Gaudie Ley";1
"R. Gesumina Basani";1
"R. Getúlio Vargas Filho";1
"R. Gil César Baptista Marques";1
"R. Gingadinho";1
"R. Giovani Pattoli";1
"R. Giovanni Romanelli";1
"R. Gironda";1
"R. Glauco Velásquez";1
"R. Glycério Almeida Maciel";1
